ROWID,Datacode,Rectype,Recyear,Season,Watershed_name,Line,Species,Count,Common_name
408,CSM01,1,1996,AU,4B,W,Reithrodontomys_montanus,0,Plains harvest mouse
408,CSM01,1,1996,AU,4B,W,Spermophilus_tridecemlineatus,1,Thirteen-lined ground squirrel
408,CSM01,1,1996,AU,4B,W,Microtus_ochrogaster,0,Prairie vole
408,CSM01,1,1996,AU,4B,W,Peromyscus_leucopus,1,White-footed mouse
408,CSM01,1,1996,AU,4B,W,Chaetodipus_hispidus,0,Hispid pocket mouse
408,CSM01,1,1996,AU,4B,W,Mus_musculus,0,House mouse
408,CSM01,1,1996,AU,4B,W,Neotoma_floridana,0,Eastern woodrat
408,CSM01,1,1996,AU,4B,W,Synaptomys_cooperi,0,Southern bog lemming
408,CSM01,1,1996,AU,4B,W,Zapus_hudsonius,0,Meadow jumping mouse
408,CSM01,1,1996,AU,4B,W,Cryptotis_parva,0,North American least shrew
409,CSM01,1,1996,AU,1D,E,Peromyscus_maniculatus,3,Deer mouse
409,CSM01,1,1996,AU,1D,E,Reithrodontomys_megalotis,0,Western harvest mouse
409,CSM01,1,1996,AU,1D,E,Sigmodon_hispidus,0,Hispid cotton rat
409,CSM01,1,1996,AU,1D,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
409,CSM01,1,1996,AU,1D,E,Reithrodontomys_montanus,0,Plains harvest mouse
409,CSM01,1,1996,AU,1D,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
409,CSM01,1,1996,AU,1D,E,Microtus_ochrogaster,0,Prairie vole
409,CSM01,1,1996,AU,1D,E,Peromyscus_leucopus,0,White-footed mouse
409,CSM01,1,1996,AU,1D,E,Chaetodipus_hispidus,0,Hispid pocket mouse
409,CSM01,1,1996,AU,1D,E,Mus_musculus,0,House mouse
409,CSM01,1,1996,AU,1D,E,Neotoma_floridana,0,Eastern woodrat
409,CSM01,1,1996,AU,1D,E,Synaptomys_cooperi,0,Southern bog lemming
409,CSM01,1,1996,AU,1D,E,Zapus_hudsonius,0,Meadow jumping mouse
409,CSM01,1,1996,AU,1D,E,Cryptotis_parva,0,North American least shrew
410,CSM01,1,1996,AU,1D,W,Peromyscus_maniculatus,1,Deer mouse
410,CSM01,1,1996,AU,1D,W,Reithrodontomys_megalotis,1,Western harvest mouse
410,CSM01,1,1996,AU,1D,W,Sigmodon_hispidus,0,Hispid cotton rat
410,CSM01,1,1996,AU,1D,W,Blarina_hylophaga,1,Elliot's short-tailed shrew
410,CSM01,1,1996,AU,1D,W,Reithrodontomys_montanus,0,Plains harvest mouse
410,CSM01,1,1996,AU,1D,W,Spermophilus_tridecemlineatus,1,Thirteen-lined ground squirrel
410,CSM01,1,1996,AU,1D,W,Microtus_ochrogaster,0,Prairie vole
410,CSM01,1,1996,AU,1D,W,Peromyscus_leucopus,0,White-footed mouse
410,CSM01,1,1996,AU,1D,W,Chaetodipus_hispidus,0,Hispid pocket mouse
410,CSM01,1,1996,AU,1D,W,Mus_musculus,0,House mouse
410,CSM01,1,1996,AU,1D,W,Neotoma_floridana,0,Eastern woodrat
410,CSM01,1,1996,AU,1D,W,Synaptomys_cooperi,0,Southern bog lemming
410,CSM01,1,1996,AU,1D,W,Zapus_hudsonius,0,Meadow jumping mouse
410,CSM01,1,1996,AU,1D,W,Cryptotis_parva,0,North American least shrew
411,CSM01,1,1996,AU,20B,E,Peromyscus_maniculatus,2,Deer mouse
411,CSM01,1,1996,AU,20B,E,Reithrodontomys_megalotis,2,Western harvest mouse
411,CSM01,1,1996,AU,20B,E,Sigmodon_hispidus,0,Hispid cotton rat
411,CSM01,1,1996,AU,20B,E,Blarina_hylophaga,1,Elliot's short-tailed shrew
411,CSM01,1,1996,AU,20B,E,Reithrodontomys_montanus,0,Plains harvest mouse
411,CSM01,1,1996,AU,20B,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
411,CSM01,1,1996,AU,20B,E,Microtus_ochrogaster,0,Prairie vole
411,CSM01,1,1996,AU,20B,E,Peromyscus_leucopus,0,White-footed mouse
411,CSM01,1,1996,AU,20B,E,Chaetodipus_hispidus,0,Hispid pocket mouse
411,CSM01,1,1996,AU,20B,E,Mus_musculus,0,House mouse
411,CSM01,1,1996,AU,20B,E,Neotoma_floridana,0,Eastern woodrat
411,CSM01,1,1996,AU,20B,E,Synaptomys_cooperi,0,Southern bog lemming
411,CSM01,1,1996,AU,20B,E,Zapus_hudsonius,0,Meadow jumping mouse
411,CSM01,1,1996,AU,20B,E,Cryptotis_parva,0,North American least shrew
412,CSM01,1,1996,AU,20B,W,Peromyscus_maniculatus,0,Deer mouse
412,CSM01,1,1996,AU,20B,W,Reithrodontomys_megalotis,4,Western harvest mouse
412,CSM01,1,1996,AU,20B,W,Sigmodon_hispidus,0,Hispid cotton rat
412,CSM01,1,1996,AU,20B,W,Blarina_hylophaga,5,Elliot's short-tailed shrew
412,CSM01,1,1996,AU,20B,W,Reithrodontomys_montanus,0,Plains harvest mouse
412,CSM01,1,1996,AU,20B,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
412,CSM01,1,1996,AU,20B,W,Microtus_ochrogaster,0,Prairie vole
412,CSM01,1,1996,AU,20B,W,Peromyscus_leucopus,7,White-footed mouse
412,CSM01,1,1996,AU,20B,W,Chaetodipus_hispidus,0,Hispid pocket mouse
412,CSM01,1,1996,AU,20B,W,Mus_musculus,0,House mouse
412,CSM01,1,1996,AU,20B,W,Neotoma_floridana,0,Eastern woodrat
412,CSM01,1,1996,AU,20B,W,Synaptomys_cooperi,0,Southern bog lemming
412,CSM01,1,1996,AU,20B,W,Zapus_hudsonius,0,Meadow jumping mouse
412,CSM01,1,1996,AU,20B,W,Cryptotis_parva,0,North American least shrew
413,CSM01,1,1996,AU,N20B,N,Peromyscus_maniculatus,4,Deer mouse
413,CSM01,1,1996,AU,N20B,N,Reithrodontomys_megalotis,0,Western harvest mouse
413,CSM01,1,1996,AU,N20B,N,Sigmodon_hispidus,0,Hispid cotton rat
413,CSM01,1,1996,AU,N20B,N,Blarina_hylophaga,0,Elliot's short-tailed shrew
413,CSM01,1,1996,AU,N20B,N,Reithrodontomys_montanus,0,Plains harvest mouse
413,CSM01,1,1996,AU,N20B,N,Spermophilus_tridecemlineatus,1,Thirteen-lined ground squirrel
413,CSM01,1,1996,AU,N20B,N,Microtus_ochrogaster,0,Prairie vole
413,CSM01,1,1996,AU,N20B,N,Peromyscus_leucopus,0,White-footed mouse
413,CSM01,1,1996,AU,N20B,N,Chaetodipus_hispidus,0,Hispid pocket mouse
413,CSM01,1,1996,AU,N20B,N,Mus_musculus,0,House mouse
413,CSM01,1,1996,AU,N20B,N,Neotoma_floridana,0,Eastern woodrat
413,CSM01,1,1996,AU,N20B,N,Synaptomys_cooperi,0,Southern bog lemming
413,CSM01,1,1996,AU,N20B,N,Zapus_hudsonius,0,Meadow jumping mouse
413,CSM01,1,1996,AU,N20B,N,Cryptotis_parva,0,North American least shrew
414,CSM01,1,1996,AU,N20B,S,Peromyscus_maniculatus,2,Deer mouse
414,CSM01,1,1996,AU,N20B,S,Reithrodontomys_megalotis,0,Western harvest mouse
414,CSM01,1,1996,AU,N20B,S,Sigmodon_hispidus,1,Hispid cotton rat
414,CSM01,1,1996,AU,N20B,S,Blarina_hylophaga,0,Elliot's short-tailed shrew
414,CSM01,1,1996,AU,N20B,S,Reithrodontomys_montanus,0,Plains harvest mouse
414,CSM01,1,1996,AU,N20B,S,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
414,CSM01,1,1996,AU,N20B,S,Microtus_ochrogaster,0,Prairie vole
414,CSM01,1,1996,AU,N20B,S,Peromyscus_leucopus,0,White-footed mouse
414,CSM01,1,1996,AU,N20B,S,Chaetodipus_hispidus,0,Hispid pocket mouse
414,CSM01,1,1996,AU,N20B,S,Mus_musculus,0,House mouse
414,CSM01,1,1996,AU,N20B,S,Neotoma_floridana,0,Eastern woodrat
414,CSM01,1,1996,AU,N20B,S,Synaptomys_cooperi,0,Southern bog lemming
414,CSM01,1,1996,AU,N20B,S,Zapus_hudsonius,0,Meadow jumping mouse
414,CSM01,1,1996,AU,N20B,S,Cryptotis_parva,0,North American least shrew
415,CSM01,1,1996,AU,N1B,E,Peromyscus_maniculatus,8,Deer mouse
415,CSM01,1,1996,AU,N1B,E,Reithrodontomys_megalotis,0,Western harvest mouse
415,CSM01,1,1996,AU,N1B,E,Sigmodon_hispidus,0,Hispid cotton rat
415,CSM01,1,1996,AU,N1B,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
415,CSM01,1,1996,AU,N1B,E,Reithrodontomys_montanus,0,Plains harvest mouse
415,CSM01,1,1996,AU,N1B,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
415,CSM01,1,1996,AU,N1B,E,Microtus_ochrogaster,0,Prairie vole
415,CSM01,1,1996,AU,N1B,E,Peromyscus_leucopus,0,White-footed mouse
415,CSM01,1,1996,AU,N1B,E,Chaetodipus_hispidus,0,Hispid pocket mouse
415,CSM01,1,1996,AU,N1B,E,Mus_musculus,0,House mouse
415,CSM01,1,1996,AU,N1B,E,Neotoma_floridana,0,Eastern woodrat
415,CSM01,1,1996,AU,N1B,E,Synaptomys_cooperi,0,Southern bog lemming
415,CSM01,1,1996,AU,N1B,E,Zapus_hudsonius,0,Meadow jumping mouse
415,CSM01,1,1996,AU,N1B,E,Cryptotis_parva,0,North American least shrew
416,CSM01,1,1996,AU,N1B,W,Peromyscus_maniculatus,7,Deer mouse
416,CSM01,1,1996,AU,N1B,W,Reithrodontomys_megalotis,0,Western harvest mouse
416,CSM01,1,1996,AU,N1B,W,Sigmodon_hispidus,0,Hispid cotton rat
416,CSM01,1,1996,AU,N1B,W,Blarina_hylophaga,0,Elliot's short-tailed shrew
416,CSM01,1,1996,AU,N1B,W,Reithrodontomys_montanus,0,Plains harvest mouse
416,CSM01,1,1996,AU,N1B,W,Spermophilus_tridecemlineatus,1,Thirteen-lined ground squirrel
416,CSM01,1,1996,AU,N1B,W,Microtus_ochrogaster,0,Prairie vole
416,CSM01,1,1996,AU,N1B,W,Peromyscus_leucopus,0,White-footed mouse
416,CSM01,1,1996,AU,N1B,W,Chaetodipus_hispidus,0,Hispid pocket mouse
416,CSM01,1,1996,AU,N1B,W,Mus_musculus,0,House mouse
416,CSM01,1,1996,AU,N1B,W,Neotoma_floridana,0,Eastern woodrat
416,CSM01,1,1996,AU,N1B,W,Synaptomys_cooperi,0,Southern bog lemming
416,CSM01,1,1996,AU,N1B,W,Zapus_hudsonius,0,Meadow jumping mouse
416,CSM01,1,1996,AU,N1B,W,Cryptotis_parva,0,North American least shrew
417,CSM01,1,1996,AU,N4D,E,Peromyscus_maniculatus,6,Deer mouse
417,CSM01,1,1996,AU,N4D,E,Reithrodontomys_megalotis,0,Western harvest mouse
417,CSM01,1,1996,AU,N4D,E,Sigmodon_hispidus,0,Hispid cotton rat
417,CSM01,1,1996,AU,N4D,E,Blarina_hylophaga,1,Elliot's short-tailed shrew
417,CSM01,1,1996,AU,N4D,E,Reithrodontomys_montanus,0,Plains harvest mouse
417,CSM01,1,1996,AU,N4D,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
417,CSM01,1,1996,AU,N4D,E,Microtus_ochrogaster,0,Prairie vole
417,CSM01,1,1996,AU,N4D,E,Peromyscus_leucopus,1,White-footed mouse
417,CSM01,1,1996,AU,N4D,E,Chaetodipus_hispidus,0,Hispid pocket mouse
417,CSM01,1,1996,AU,N4D,E,Mus_musculus,0,House mouse
417,CSM01,1,1996,AU,N4D,E,Neotoma_floridana,0,Eastern woodrat
417,CSM01,1,1996,AU,N4D,E,Synaptomys_cooperi,0,Southern bog lemming
417,CSM01,1,1996,AU,N4D,E,Zapus_hudsonius,0,Meadow jumping mouse
417,CSM01,1,1996,AU,N4D,E,Cryptotis_parva,0,North American least shrew
418,CSM01,1,1996,AU,N4D,W,Peromyscus_maniculatus,1,Deer mouse
418,CSM01,1,1996,AU,N4D,W,Reithrodontomys_megalotis,1,Western harvest mouse
418,CSM01,1,1996,AU,N4D,W,Sigmodon_hispidus,2,Hispid cotton rat
418,CSM01,1,1996,AU,N4D,W,Blarina_hylophaga,1,Elliot's short-tailed shrew
418,CSM01,1,1996,AU,N4D,W,Reithrodontomys_montanus,0,Plains harvest mouse
418,CSM01,1,1996,AU,N4D,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
418,CSM01,1,1996,AU,N4D,W,Microtus_ochrogaster,2,Prairie vole
418,CSM01,1,1996,AU,N4D,W,Peromyscus_leucopus,2,White-footed mouse
418,CSM01,1,1996,AU,N4D,W,Chaetodipus_hispidus,0,Hispid pocket mouse
418,CSM01,1,1996,AU,N4D,W,Mus_musculus,0,House mouse
418,CSM01,1,1996,AU,N4D,W,Neotoma_floridana,0,Eastern woodrat
418,CSM01,1,1996,AU,N4D,W,Synaptomys_cooperi,0,Southern bog lemming
418,CSM01,1,1996,AU,N4D,W,Zapus_hudsonius,0,Meadow jumping mouse
418,CSM01,1,1996,AU,N4D,W,Cryptotis_parva,0,North American least shrew
421,CSM01,1,1996,SP,4B,E,Peromyscus_maniculatus,1,Deer mouse
421,CSM01,1,1996,SP,4B,E,Reithrodontomys_megalotis,0,Western harvest mouse
421,CSM01,1,1996,SP,4B,E,Sigmodon_hispidus,0,Hispid cotton rat
421,CSM01,1,1996,SP,4B,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
421,CSM01,1,1996,SP,4B,E,Reithrodontomys_montanus,0,Plains harvest mouse
421,CSM01,1,1996,SP,4B,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
421,CSM01,1,1996,SP,4B,E,Microtus_ochrogaster,0,Prairie vole
421,CSM01,1,1996,SP,4B,E,Peromyscus_leucopus,1,White-footed mouse
421,CSM01,1,1996,SP,4B,E,Chaetodipus_hispidus,0,Hispid pocket mouse
421,CSM01,1,1996,SP,4B,E,Mus_musculus,0,House mouse
421,CSM01,1,1996,SP,4B,E,Neotoma_floridana,0,Eastern woodrat
421,CSM01,1,1996,SP,4B,E,Synaptomys_cooperi,0,Southern bog lemming
421,CSM01,1,1996,SP,4B,E,Zapus_hudsonius,0,Meadow jumping mouse
421,CSM01,1,1996,SP,4B,E,Cryptotis_parva,0,North American least shrew
422,CSM01,1,1996,SP,4B,W,Peromyscus_maniculatus,0,Deer mouse
422,CSM01,1,1996,SP,4B,W,Reithrodontomys_megalotis,1,Western harvest mouse
422,CSM01,1,1996,SP,4B,W,Sigmodon_hispidus,0,Hispid cotton rat
422,CSM01,1,1996,SP,4B,W,Blarina_hylophaga,0,Elliot's short-tailed shrew
422,CSM01,1,1996,SP,4B,W,Reithrodontomys_montanus,0,Plains harvest mouse
422,CSM01,1,1996,SP,4B,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
422,CSM01,1,1996,SP,4B,W,Microtus_ochrogaster,0,Prairie vole
422,CSM01,1,1996,SP,4B,W,Peromyscus_leucopus,1,White-footed mouse
422,CSM01,1,1996,SP,4B,W,Chaetodipus_hispidus,0,Hispid pocket mouse
422,CSM01,1,1996,SP,4B,W,Mus_musculus,0,House mouse
422,CSM01,1,1996,SP,4B,W,Neotoma_floridana,0,Eastern woodrat
422,CSM01,1,1996,SP,4B,W,Synaptomys_cooperi,0,Southern bog lemming
422,CSM01,1,1996,SP,4B,W,Zapus_hudsonius,0,Meadow jumping mouse
422,CSM01,1,1996,SP,4B,W,Cryptotis_parva,0,North American least shrew
423,CSM01,1,1996,SP,1D,E,Peromyscus_maniculatus,2,Deer mouse
423,CSM01,1,1996,SP,1D,E,Reithrodontomys_megalotis,0,Western harvest mouse
423,CSM01,1,1996,SP,1D,E,Sigmodon_hispidus,0,Hispid cotton rat
423,CSM01,1,1996,SP,1D,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
423,CSM01,1,1996,SP,1D,E,Reithrodontomys_montanus,0,Plains harvest mouse
423,CSM01,1,1996,SP,1D,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
423,CSM01,1,1996,SP,1D,E,Microtus_ochrogaster,0,Prairie vole
423,CSM01,1,1996,SP,1D,E,Peromyscus_leucopus,0,White-footed mouse
423,CSM01,1,1996,SP,1D,E,Chaetodipus_hispidus,0,Hispid pocket mouse
423,CSM01,1,1996,SP,1D,E,Mus_musculus,0,House mouse
423,CSM01,1,1996,SP,1D,E,Neotoma_floridana,0,Eastern woodrat
423,CSM01,1,1996,SP,1D,E,Synaptomys_cooperi,0,Southern bog lemming
423,CSM01,1,1996,SP,1D,E,Zapus_hudsonius,0,Meadow jumping mouse
423,CSM01,1,1996,SP,1D,E,Cryptotis_parva,0,North American least shrew
424,CSM01,1,1996,SP,1D,W,Peromyscus_maniculatus,1,Deer mouse
424,CSM01,1,1996,SP,1D,W,Reithrodontomys_megalotis,0,Western harvest mouse
424,CSM01,1,1996,SP,1D,W,Sigmodon_hispidus,0,Hispid cotton rat
424,CSM01,1,1996,SP,1D,W,Blarina_hylophaga,0,Elliot's short-tailed shrew
424,CSM01,1,1996,SP,1D,W,Reithrodontomys_montanus,0,Plains harvest mouse
424,CSM01,1,1996,SP,1D,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
424,CSM01,1,1996,SP,1D,W,Microtus_ochrogaster,0,Prairie vole
424,CSM01,1,1996,SP,1D,W,Peromyscus_leucopus,0,White-footed mouse
424,CSM01,1,1996,SP,1D,W,Chaetodipus_hispidus,0,Hispid pocket mouse
424,CSM01,1,1996,SP,1D,W,Mus_musculus,0,House mouse
424,CSM01,1,1996,SP,1D,W,Neotoma_floridana,0,Eastern woodrat
424,CSM01,1,1996,SP,1D,W,Synaptomys_cooperi,0,Southern bog lemming
424,CSM01,1,1996,SP,1D,W,Zapus_hudsonius,0,Meadow jumping mouse
424,CSM01,1,1996,SP,1D,W,Cryptotis_parva,0,North American least shrew
425,CSM01,1,1996,SP,20B,E,Peromyscus_maniculatus,0,Deer mouse
425,CSM01,1,1996,SP,20B,E,Reithrodontomys_megalotis,1,Western harvest mouse
425,CSM01,1,1996,SP,20B,E,Sigmodon_hispidus,0,Hispid cotton rat
425,CSM01,1,1996,SP,20B,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
425,CSM01,1,1996,SP,20B,E,Reithrodontomys_montanus,0,Plains harvest mouse
425,CSM01,1,1996,SP,20B,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
425,CSM01,1,1996,SP,20B,E,Microtus_ochrogaster,0,Prairie vole
425,CSM01,1,1996,SP,20B,E,Peromyscus_leucopus,1,White-footed mouse
425,CSM01,1,1996,SP,20B,E,Chaetodipus_hispidus,0,Hispid pocket mouse
425,CSM01,1,1996,SP,20B,E,Mus_musculus,0,House mouse
425,CSM01,1,1996,SP,20B,E,Neotoma_floridana,0,Eastern woodrat
425,CSM01,1,1996,SP,20B,E,Synaptomys_cooperi,0,Southern bog lemming
425,CSM01,1,1996,SP,20B,E,Zapus_hudsonius,0,Meadow jumping mouse
425,CSM01,1,1996,SP,20B,E,Cryptotis_parva,0,North American least shrew
426,CSM01,1,1996,SP,20B,W,Peromyscus_maniculatus,0,Deer mouse
426,CSM01,1,1996,SP,20B,W,Reithrodontomys_megalotis,3,Western harvest mouse
426,CSM01,1,1996,SP,20B,W,Sigmodon_hispidus,0,Hispid cotton rat
426,CSM01,1,1996,SP,20B,W,Blarina_hylophaga,1,Elliot's short-tailed shrew
426,CSM01,1,1996,SP,20B,W,Reithrodontomys_montanus,0,Plains harvest mouse
426,CSM01,1,1996,SP,20B,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
426,CSM01,1,1996,SP,20B,W,Microtus_ochrogaster,0,Prairie vole
426,CSM01,1,1996,SP,20B,W,Peromyscus_leucopus,2,White-footed mouse
426,CSM01,1,1996,SP,20B,W,Chaetodipus_hispidus,0,Hispid pocket mouse
426,CSM01,1,1996,SP,20B,W,Mus_musculus,0,House mouse
426,CSM01,1,1996,SP,20B,W,Neotoma_floridana,0,Eastern woodrat
426,CSM01,1,1996,SP,20B,W,Synaptomys_cooperi,0,Southern bog lemming
426,CSM01,1,1996,SP,20B,W,Zapus_hudsonius,0,Meadow jumping mouse
426,CSM01,1,1996,SP,20B,W,Cryptotis_parva,0,North American least shrew
427,CSM01,1,1996,SP,N20B,N,Peromyscus_maniculatus,2,Deer mouse
427,CSM01,1,1996,SP,N20B,N,Reithrodontomys_megalotis,0,Western harvest mouse
427,CSM01,1,1996,SP,N20B,N,Sigmodon_hispidus,0,Hispid cotton rat
427,CSM01,1,1996,SP,N20B,N,Blarina_hylophaga,0,Elliot's short-tailed shrew
427,CSM01,1,1996,SP,N20B,N,Reithrodontomys_montanus,0,Plains harvest mouse
427,CSM01,1,1996,SP,N20B,N,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
427,CSM01,1,1996,SP,N20B,N,Microtus_ochrogaster,0,Prairie vole
427,CSM01,1,1996,SP,N20B,N,Peromyscus_leucopus,0,White-footed mouse
427,CSM01,1,1996,SP,N20B,N,Chaetodipus_hispidus,0,Hispid pocket mouse
427,CSM01,1,1996,SP,N20B,N,Mus_musculus,0,House mouse
427,CSM01,1,1996,SP,N20B,N,Neotoma_floridana,0,Eastern woodrat
427,CSM01,1,1996,SP,N20B,N,Synaptomys_cooperi,0,Southern bog lemming
427,CSM01,1,1996,SP,N20B,N,Zapus_hudsonius,0,Meadow jumping mouse
427,CSM01,1,1996,SP,N20B,N,Cryptotis_parva,0,North American least shrew
428,CSM01,1,1996,SP,N20B,S,Peromyscus_maniculatus,1,Deer mouse
428,CSM01,1,1996,SP,N20B,S,Reithrodontomys_megalotis,0,Western harvest mouse
428,CSM01,1,1996,SP,N20B,S,Sigmodon_hispidus,0,Hispid cotton rat
428,CSM01,1,1996,SP,N20B,S,Blarina_hylophaga,0,Elliot's short-tailed shrew
428,CSM01,1,1996,SP,N20B,S,Reithrodontomys_montanus,0,Plains harvest mouse
428,CSM01,1,1996,SP,N20B,S,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
428,CSM01,1,1996,SP,N20B,S,Microtus_ochrogaster,0,Prairie vole
428,CSM01,1,1996,SP,N20B,S,Peromyscus_leucopus,4,White-footed mouse
428,CSM01,1,1996,SP,N20B,S,Chaetodipus_hispidus,0,Hispid pocket mouse
428,CSM01,1,1996,SP,N20B,S,Mus_musculus,0,House mouse
428,CSM01,1,1996,SP,N20B,S,Neotoma_floridana,0,Eastern woodrat
428,CSM01,1,1996,SP,N20B,S,Synaptomys_cooperi,0,Southern bog lemming
428,CSM01,1,1996,SP,N20B,S,Zapus_hudsonius,0,Meadow jumping mouse
428,CSM01,1,1996,SP,N20B,S,Cryptotis_parva,0,North American least shrew
429,CSM01,1,1996,SP,N1B,E,Peromyscus_maniculatus,5,Deer mouse
429,CSM01,1,1996,SP,N1B,E,Reithrodontomys_megalotis,0,Western harvest mouse
429,CSM01,1,1996,SP,N1B,E,Sigmodon_hispidus,0,Hispid cotton rat
429,CSM01,1,1996,SP,N1B,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
429,CSM01,1,1996,SP,N1B,E,Reithrodontomys_montanus,0,Plains harvest mouse
429,CSM01,1,1996,SP,N1B,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
429,CSM01,1,1996,SP,N1B,E,Microtus_ochrogaster,0,Prairie vole
429,CSM01,1,1996,SP,N1B,E,Peromyscus_leucopus,4,White-footed mouse
429,CSM01,1,1996,SP,N1B,E,Chaetodipus_hispidus,0,Hispid pocket mouse
429,CSM01,1,1996,SP,N1B,E,Mus_musculus,0,House mouse
429,CSM01,1,1996,SP,N1B,E,Neotoma_floridana,0,Eastern woodrat
429,CSM01,1,1996,SP,N1B,E,Synaptomys_cooperi,0,Southern bog lemming
429,CSM01,1,1996,SP,N1B,E,Zapus_hudsonius,0,Meadow jumping mouse
429,CSM01,1,1996,SP,N1B,E,Cryptotis_parva,0,North American least shrew
430,CSM01,1,1996,SP,N1B,W,Peromyscus_maniculatus,5,Deer mouse
430,CSM01,1,1996,SP,N1B,W,Reithrodontomys_megalotis,0,Western harvest mouse
430,CSM01,1,1996,SP,N1B,W,Sigmodon_hispidus,0,Hispid cotton rat
430,CSM01,1,1996,SP,N1B,W,Blarina_hylophaga,0,Elliot's short-tailed shrew
430,CSM01,1,1996,SP,N1B,W,Reithrodontomys_montanus,0,Plains harvest mouse
430,CSM01,1,1996,SP,N1B,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
430,CSM01,1,1996,SP,N1B,W,Microtus_ochrogaster,0,Prairie vole
430,CSM01,1,1996,SP,N1B,W,Peromyscus_leucopus,0,White-footed mouse
430,CSM01,1,1996,SP,N1B,W,Chaetodipus_hispidus,0,Hispid pocket mouse
430,CSM01,1,1996,SP,N1B,W,Mus_musculus,0,House mouse
430,CSM01,1,1996,SP,N1B,W,Neotoma_floridana,0,Eastern woodrat
430,CSM01,1,1996,SP,N1B,W,Synaptomys_cooperi,0,Southern bog lemming
430,CSM01,1,1996,SP,N1B,W,Zapus_hudsonius,0,Meadow jumping mouse
430,CSM01,1,1996,SP,N1B,W,Cryptotis_parva,0,North American least shrew
431,CSM01,1,1996,SP,N4D,E,Peromyscus_maniculatus,1,Deer mouse
431,CSM01,1,1996,SP,N4D,E,Reithrodontomys_megalotis,0,Western harvest mouse
431,CSM01,1,1996,SP,N4D,E,Sigmodon_hispidus,0,Hispid cotton rat
431,CSM01,1,1996,SP,N4D,E,Blarina_hylophaga,0,Elliot's short-tailed shrew
431,CSM01,1,1996,SP,N4D,E,Reithrodontomys_montanus,0,Plains harvest mouse
431,CSM01,1,1996,SP,N4D,E,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
431,CSM01,1,1996,SP,N4D,E,Microtus_ochrogaster,0,Prairie vole
431,CSM01,1,1996,SP,N4D,E,Peromyscus_leucopus,0,White-footed mouse
431,CSM01,1,1996,SP,N4D,E,Chaetodipus_hispidus,0,Hispid pocket mouse
431,CSM01,1,1996,SP,N4D,E,Mus_musculus,0,House mouse
431,CSM01,1,1996,SP,N4D,E,Neotoma_floridana,0,Eastern woodrat
431,CSM01,1,1996,SP,N4D,E,Synaptomys_cooperi,0,Southern bog lemming
431,CSM01,1,1996,SP,N4D,E,Zapus_hudsonius,0,Meadow jumping mouse
431,CSM01,1,1996,SP,N4D,E,Cryptotis_parva,0,North American least shrew
432,CSM01,1,1996,SP,N4D,W,Peromyscus_maniculatus,0,Deer mouse
432,CSM01,1,1996,SP,N4D,W,Reithrodontomys_megalotis,2,Western harvest mouse
432,CSM01,1,1996,SP,N4D,W,Sigmodon_hispidus,0,Hispid cotton rat
432,CSM01,1,1996,SP,N4D,W,Blarina_hylophaga,0,Elliot's short-tailed shrew
432,CSM01,1,1996,SP,N4D,W,Reithrodontomys_montanus,0,Plains harvest mouse
432,CSM01,1,1996,SP,N4D,W,Spermophilus_tridecemlineatus,0,Thirteen-lined ground squirrel
432,CSM01,1,1996,SP,N4D,W,Microtus_ochrogaster,0,Prairie vole
432,CSM01,1,1996,SP,N4D,W,Peromyscus_leucopus,1,White-footed mouse
432,CSM01,1,1996,SP,N4D,W,Chaetodipus_hispidus,0,Hispid pocket mouse
432,CSM01,1,1996,SP,N4D,W,Mus_musculus,0,House mouse
432,CSM01,1,1996,SP,N4D,W,Neotoma_floridana,0,Eastern woodrat
432,CSM01,1,1996,SP,N4D,W,Synaptomys_cooperi,0,Southern bog lemming
432,CSM01,1,1996,SP,N4D,W,Zapus_hudsonius,0,Meadow jumping mouse
432,CSM01,1,1996,SP,N4D,W,Cryptotis_parva,0,North American least shrew
