Recyear,Species.watershed,Watershed_name,Species,Common_name,Count
1995,Synaptomys_cooperi.N1B,N1B,Synaptomys_cooperi,Southern bog lemming,0
1995,Zapus_hudsonius.N1B,N1B,Zapus_hudsonius,Meadow jumping mouse,0
1995,Blarina_hylophaga.N20B,N20B,Blarina_hylophaga,Elliot's short-tailed shrew,5
1995,Chaetodipus_hispidus.N20B,N20B,Chaetodipus_hispidus,Hispid pocket mouse,0
1995,Cryptotis_parva.N20B,N20B,Cryptotis_parva,North American least shrew,0
1995,Microtus_ochrogaster.N20B,N20B,Microtus_ochrogaster,Prairie vole,0
1995,Mus_musculus.N20B,N20B,Mus_musculus,House mouse,0
1995,Neotoma_floridana.N20B,N20B,Neotoma_floridana,Eastern woodrat,0
1995,Peromyscus_leucopus.N20B,N20B,Peromyscus_leucopus,White-footed mouse,1
1995,Peromyscus_maniculatus.N20B,N20B,Peromyscus_maniculatus,Deer mouse,11
1995,Reithrodontomys_megalotis.N20B,N20B,Reithrodontomys_megalotis,Western harvest mouse,4
1995,Reithrodontomys_montanus.N20B,N20B,Reithrodontomys_montanus,Plains harvest mouse,0
1995,Sigmodon_hispidus.N20B,N20B,Sigmodon_hispidus,Hispid cotton rat,0
1995,Spermophilus_tridecemlineatus.N20B,N20B,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,1
1995,Synaptomys_cooperi.N20B,N20B,Synaptomys_cooperi,Southern bog lemming,0
1995,Zapus_hudsonius.N20B,N20B,Zapus_hudsonius,Meadow jumping mouse,0
1995,Blarina_hylophaga.N4D,N4D,Blarina_hylophaga,Elliot's short-tailed shrew,5
1995,Chaetodipus_hispidus.N4D,N4D,Chaetodipus_hispidus,Hispid pocket mouse,0
1995,Cryptotis_parva.N4D,N4D,Cryptotis_parva,North American least shrew,0
1995,Microtus_ochrogaster.N4D,N4D,Microtus_ochrogaster,Prairie vole,0
1995,Mus_musculus.N4D,N4D,Mus_musculus,House mouse,0
1995,Neotoma_floridana.N4D,N4D,Neotoma_floridana,Eastern woodrat,0
1995,Peromyscus_leucopus.N4D,N4D,Peromyscus_leucopus,White-footed mouse,5
1995,Peromyscus_maniculatus.N4D,N4D,Peromyscus_maniculatus,Deer mouse,10
1995,Reithrodontomys_megalotis.N4D,N4D,Reithrodontomys_megalotis,Western harvest mouse,3
1995,Reithrodontomys_montanus.N4D,N4D,Reithrodontomys_montanus,Plains harvest mouse,0
1995,Sigmodon_hispidus.N4D,N4D,Sigmodon_hispidus,Hispid cotton rat,4
1995,Spermophilus_tridecemlineatus.N4D,N4D,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,1
1995,Synaptomys_cooperi.N4D,N4D,Synaptomys_cooperi,Southern bog lemming,0
1995,Zapus_hudsonius.N4D,N4D,Zapus_hudsonius,Meadow jumping mouse,0
1996,Blarina_hylophaga.1D,1D,Blarina_hylophaga,Elliot's short-tailed shrew,1
1996,Chaetodipus_hispidus.1D,1D,Chaetodipus_hispidus,Hispid pocket mouse,0
1996,Cryptotis_parva.1D,1D,Cryptotis_parva,North American least shrew,0
1996,Microtus_ochrogaster.1D,1D,Microtus_ochrogaster,Prairie vole,0
1996,Mus_musculus.1D,1D,Mus_musculus,House mouse,0
1996,Neotoma_floridana.1D,1D,Neotoma_floridana,Eastern woodrat,0
1996,Peromyscus_leucopus.1D,1D,Peromyscus_leucopus,White-footed mouse,0
1996,Peromyscus_maniculatus.1D,1D,Peromyscus_maniculatus,Deer mouse,7
1996,Reithrodontomys_megalotis.1D,1D,Reithrodontomys_megalotis,Western harvest mouse,1
1996,Reithrodontomys_montanus.1D,1D,Reithrodontomys_montanus,Plains harvest mouse,0
1996,Sigmodon_hispidus.1D,1D,Sigmodon_hispidus,Hispid cotton rat,0
1996,Spermophilus_tridecemlineatus.1D,1D,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,1
1996,Synaptomys_cooperi.1D,1D,Synaptomys_cooperi,Southern bog lemming,0
1996,Zapus_hudsonius.1D,1D,Zapus_hudsonius,Meadow jumping mouse,0
1996,Blarina_hylophaga.20B,20B,Blarina_hylophaga,Elliot's short-tailed shrew,7
1996,Chaetodipus_hispidus.20B,20B,Chaetodipus_hispidus,Hispid pocket mouse,0
1996,Cryptotis_parva.20B,20B,Cryptotis_parva,North American least shrew,0
1996,Microtus_ochrogaster.20B,20B,Microtus_ochrogaster,Prairie vole,0
1996,Mus_musculus.20B,20B,Mus_musculus,House mouse,0
1996,Neotoma_floridana.20B,20B,Neotoma_floridana,Eastern woodrat,0
1996,Peromyscus_leucopus.20B,20B,Peromyscus_leucopus,White-footed mouse,10
1996,Peromyscus_maniculatus.20B,20B,Peromyscus_maniculatus,Deer mouse,2
1996,Reithrodontomys_megalotis.20B,20B,Reithrodontomys_megalotis,Western harvest mouse,10
1996,Reithrodontomys_montanus.20B,20B,Reithrodontomys_montanus,Plains harvest mouse,0
1996,Sigmodon_hispidus.20B,20B,Sigmodon_hispidus,Hispid cotton rat,0
1996,Spermophilus_tridecemlineatus.20B,20B,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,0
1996,Synaptomys_cooperi.20B,20B,Synaptomys_cooperi,Southern bog lemming,0
1996,Zapus_hudsonius.20B,20B,Zapus_hudsonius,Meadow jumping mouse,0
1996,Blarina_hylophaga.4B,4B,Blarina_hylophaga,Elliot's short-tailed shrew,4
1996,Chaetodipus_hispidus.4B,4B,Chaetodipus_hispidus,Hispid pocket mouse,0
1996,Cryptotis_parva.4B,4B,Cryptotis_parva,North American least shrew,0
1996,Microtus_ochrogaster.4B,4B,Microtus_ochrogaster,Prairie vole,0
1996,Mus_musculus.4B,4B,Mus_musculus,House mouse,0
1996,Neotoma_floridana.4B,4B,Neotoma_floridana,Eastern woodrat,0
1996,Peromyscus_leucopus.4B,4B,Peromyscus_leucopus,White-footed mouse,3
1996,Peromyscus_maniculatus.4B,4B,Peromyscus_maniculatus,Deer mouse,4
1996,Reithrodontomys_megalotis.4B,4B,Reithrodontomys_megalotis,Western harvest mouse,4
1996,Reithrodontomys_montanus.4B,4B,Reithrodontomys_montanus,Plains harvest mouse,0
1996,Sigmodon_hispidus.4B,4B,Sigmodon_hispidus,Hispid cotton rat,0
1996,Spermophilus_tridecemlineatus.4B,4B,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,2
1996,Synaptomys_cooperi.4B,4B,Synaptomys_cooperi,Southern bog lemming,0
1996,Zapus_hudsonius.4B,4B,Zapus_hudsonius,Meadow jumping mouse,0
1996,Blarina_hylophaga.N1B,N1B,Blarina_hylophaga,Elliot's short-tailed shrew,0
1996,Chaetodipus_hispidus.N1B,N1B,Chaetodipus_hispidus,Hispid pocket mouse,0
1996,Cryptotis_parva.N1B,N1B,Cryptotis_parva,North American least shrew,0
1996,Microtus_ochrogaster.N1B,N1B,Microtus_ochrogaster,Prairie vole,0
1996,Mus_musculus.N1B,N1B,Mus_musculus,House mouse,0
1996,Neotoma_floridana.N1B,N1B,Neotoma_floridana,Eastern woodrat,0
1996,Peromyscus_leucopus.N1B,N1B,Peromyscus_leucopus,White-footed mouse,4
1996,Peromyscus_maniculatus.N1B,N1B,Peromyscus_maniculatus,Deer mouse,25
1996,Reithrodontomys_megalotis.N1B,N1B,Reithrodontomys_megalotis,Western harvest mouse,0
1996,Reithrodontomys_montanus.N1B,N1B,Reithrodontomys_montanus,Plains harvest mouse,0
1996,Sigmodon_hispidus.N1B,N1B,Sigmodon_hispidus,Hispid cotton rat,0
1996,Spermophilus_tridecemlineatus.N1B,N1B,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,1
1996,Synaptomys_cooperi.N1B,N1B,Synaptomys_cooperi,Southern bog lemming,0
1996,Zapus_hudsonius.N1B,N1B,Zapus_hudsonius,Meadow jumping mouse,0
1996,Blarina_hylophaga.N20B,N20B,Blarina_hylophaga,Elliot's short-tailed shrew,0
1996,Chaetodipus_hispidus.N20B,N20B,Chaetodipus_hispidus,Hispid pocket mouse,0
1996,Cryptotis_parva.N20B,N20B,Cryptotis_parva,North American least shrew,0
1996,Microtus_ochrogaster.N20B,N20B,Microtus_ochrogaster,Prairie vole,0
1996,Mus_musculus.N20B,N20B,Mus_musculus,House mouse,0
1996,Neotoma_floridana.N20B,N20B,Neotoma_floridana,Eastern woodrat,0
1996,Peromyscus_leucopus.N20B,N20B,Peromyscus_leucopus,White-footed mouse,4
1996,Peromyscus_maniculatus.N20B,N20B,Peromyscus_maniculatus,Deer mouse,9
1996,Reithrodontomys_megalotis.N20B,N20B,Reithrodontomys_megalotis,Western harvest mouse,0
1996,Reithrodontomys_montanus.N20B,N20B,Reithrodontomys_montanus,Plains harvest mouse,0
1996,Sigmodon_hispidus.N20B,N20B,Sigmodon_hispidus,Hispid cotton rat,1
1996,Spermophilus_tridecemlineatus.N20B,N20B,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,1
1996,Synaptomys_cooperi.N20B,N20B,Synaptomys_cooperi,Southern bog lemming,0
1996,Zapus_hudsonius.N20B,N20B,Zapus_hudsonius,Meadow jumping mouse,0
1996,Blarina_hylophaga.N4D,N4D,Blarina_hylophaga,Elliot's short-tailed shrew,2
1996,Chaetodipus_hispidus.N4D,N4D,Chaetodipus_hispidus,Hispid pocket mouse,0
1996,Cryptotis_parva.N4D,N4D,Cryptotis_parva,North American least shrew,0
1996,Microtus_ochrogaster.N4D,N4D,Microtus_ochrogaster,Prairie vole,2
1996,Mus_musculus.N4D,N4D,Mus_musculus,House mouse,0
1996,Neotoma_floridana.N4D,N4D,Neotoma_floridana,Eastern woodrat,0
1996,Peromyscus_leucopus.N4D,N4D,Peromyscus_leucopus,White-footed mouse,4
1996,Peromyscus_maniculatus.N4D,N4D,Peromyscus_maniculatus,Deer mouse,8
1996,Reithrodontomys_megalotis.N4D,N4D,Reithrodontomys_megalotis,Western harvest mouse,3
1996,Reithrodontomys_montanus.N4D,N4D,Reithrodontomys_montanus,Plains harvest mouse,0
1996,Sigmodon_hispidus.N4D,N4D,Sigmodon_hispidus,Hispid cotton rat,2
1996,Spermophilus_tridecemlineatus.N4D,N4D,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,0
1996,Synaptomys_cooperi.N4D,N4D,Synaptomys_cooperi,Southern bog lemming,0
1996,Zapus_hudsonius.N4D,N4D,Zapus_hudsonius,Meadow jumping mouse,0
1997,Blarina_hylophaga.1D,1D,Blarina_hylophaga,Elliot's short-tailed shrew,1
1997,Chaetodipus_hispidus.1D,1D,Chaetodipus_hispidus,Hispid pocket mouse,0
1997,Cryptotis_parva.1D,1D,Cryptotis_parva,North American least shrew,0
1997,Microtus_ochrogaster.1D,1D,Microtus_ochrogaster,Prairie vole,0
1997,Mus_musculus.1D,1D,Mus_musculus,House mouse,0
1997,Neotoma_floridana.1D,1D,Neotoma_floridana,Eastern woodrat,0
1997,Peromyscus_leucopus.1D,1D,Peromyscus_leucopus,White-footed mouse,1
1997,Peromyscus_maniculatus.1D,1D,Peromyscus_maniculatus,Deer mouse,34
1997,Reithrodontomys_megalotis.1D,1D,Reithrodontomys_megalotis,Western harvest mouse,0
1997,Reithrodontomys_montanus.1D,1D,Reithrodontomys_montanus,Plains harvest mouse,0
1997,Sigmodon_hispidus.1D,1D,Sigmodon_hispidus,Hispid cotton rat,0
1997,Spermophilus_tridecemlineatus.1D,1D,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,0
1997,Synaptomys_cooperi.1D,1D,Synaptomys_cooperi,Southern bog lemming,0
1997,Zapus_hudsonius.1D,1D,Zapus_hudsonius,Meadow jumping mouse,0
1997,Blarina_hylophaga.20B,20B,Blarina_hylophaga,Elliot's short-tailed shrew,0
1997,Chaetodipus_hispidus.20B,20B,Chaetodipus_hispidus,Hispid pocket mouse,0
1997,Cryptotis_parva.20B,20B,Cryptotis_parva,North American least shrew,0
1997,Microtus_ochrogaster.20B,20B,Microtus_ochrogaster,Prairie vole,1
1997,Mus_musculus.20B,20B,Mus_musculus,House mouse,0
1997,Neotoma_floridana.20B,20B,Neotoma_floridana,Eastern woodrat,0
1997,Peromyscus_leucopus.20B,20B,Peromyscus_leucopus,White-footed mouse,47
1997,Peromyscus_maniculatus.20B,20B,Peromyscus_maniculatus,Deer mouse,1
1997,Reithrodontomys_megalotis.20B,20B,Reithrodontomys_megalotis,Western harvest mouse,5
1997,Reithrodontomys_montanus.20B,20B,Reithrodontomys_montanus,Plains harvest mouse,0
1997,Sigmodon_hispidus.20B,20B,Sigmodon_hispidus,Hispid cotton rat,0
1997,Spermophilus_tridecemlineatus.20B,20B,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,0
1997,Synaptomys_cooperi.20B,20B,Synaptomys_cooperi,Southern bog lemming,0
1997,Zapus_hudsonius.20B,20B,Zapus_hudsonius,Meadow jumping mouse,0
1997,Blarina_hylophaga.4B,4B,Blarina_hylophaga,Elliot's short-tailed shrew,6
1997,Chaetodipus_hispidus.4B,4B,Chaetodipus_hispidus,Hispid pocket mouse,0
1997,Cryptotis_parva.4B,4B,Cryptotis_parva,North American least shrew,2
1997,Microtus_ochrogaster.4B,4B,Microtus_ochrogaster,Prairie vole,1
1997,Mus_musculus.4B,4B,Mus_musculus,House mouse,0
1997,Neotoma_floridana.4B,4B,Neotoma_floridana,Eastern woodrat,0
1997,Peromyscus_leucopus.4B,4B,Peromyscus_leucopus,White-footed mouse,21
1997,Peromyscus_maniculatus.4B,4B,Peromyscus_maniculatus,Deer mouse,7
1997,Reithrodontomys_megalotis.4B,4B,Reithrodontomys_megalotis,Western harvest mouse,6
1997,Reithrodontomys_montanus.4B,4B,Reithrodontomys_montanus,Plains harvest mouse,0
1997,Sigmodon_hispidus.4B,4B,Sigmodon_hispidus,Hispid cotton rat,1
1997,Spermophilus_tridecemlineatus.4B,4B,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,1
1997,Synaptomys_cooperi.4B,4B,Synaptomys_cooperi,Southern bog lemming,2
1997,Zapus_hudsonius.4B,4B,Zapus_hudsonius,Meadow jumping mouse,0
1997,Blarina_hylophaga.N1B,N1B,Blarina_hylophaga,Elliot's short-tailed shrew,0
1997,Chaetodipus_hispidus.N1B,N1B,Chaetodipus_hispidus,Hispid pocket mouse,0
1997,Cryptotis_parva.N1B,N1B,Cryptotis_parva,North American least shrew,0
1997,Microtus_ochrogaster.N1B,N1B,Microtus_ochrogaster,Prairie vole,0
1997,Mus_musculus.N1B,N1B,Mus_musculus,House mouse,0
1997,Neotoma_floridana.N1B,N1B,Neotoma_floridana,Eastern woodrat,0
1997,Peromyscus_leucopus.N1B,N1B,Peromyscus_leucopus,White-footed mouse,5
1997,Peromyscus_maniculatus.N1B,N1B,Peromyscus_maniculatus,Deer mouse,73
1997,Reithrodontomys_megalotis.N1B,N1B,Reithrodontomys_megalotis,Western harvest mouse,0
1997,Reithrodontomys_montanus.N1B,N1B,Reithrodontomys_montanus,Plains harvest mouse,1
1997,Sigmodon_hispidus.N1B,N1B,Sigmodon_hispidus,Hispid cotton rat,0
1997,Spermophilus_tridecemlineatus.N1B,N1B,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,0
1997,Synaptomys_cooperi.N1B,N1B,Synaptomys_cooperi,Southern bog lemming,0
1997,Zapus_hudsonius.N1B,N1B,Zapus_hudsonius,Meadow jumping mouse,0
1997,Blarina_hylophaga.N20B,N20B,Blarina_hylophaga,Elliot's short-tailed shrew,0
1997,Chaetodipus_hispidus.N20B,N20B,Chaetodipus_hispidus,Hispid pocket mouse,0
1997,Cryptotis_parva.N20B,N20B,Cryptotis_parva,North American least shrew,0
1997,Microtus_ochrogaster.N20B,N20B,Microtus_ochrogaster,Prairie vole,1
1997,Mus_musculus.N20B,N20B,Mus_musculus,House mouse,0
1997,Neotoma_floridana.N20B,N20B,Neotoma_floridana,Eastern woodrat,0
1997,Peromyscus_leucopus.N20B,N20B,Peromyscus_leucopus,White-footed mouse,8
1997,Peromyscus_maniculatus.N20B,N20B,Peromyscus_maniculatus,Deer mouse,47
1997,Reithrodontomys_megalotis.N20B,N20B,Reithrodontomys_megalotis,Western harvest mouse,2
1997,Reithrodontomys_montanus.N20B,N20B,Reithrodontomys_montanus,Plains harvest mouse,0
1997,Sigmodon_hispidus.N20B,N20B,Sigmodon_hispidus,Hispid cotton rat,4
1997,Spermophilus_tridecemlineatus.N20B,N20B,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,1
1997,Synaptomys_cooperi.N20B,N20B,Synaptomys_cooperi,Southern bog lemming,0
1997,Zapus_hudsonius.N20B,N20B,Zapus_hudsonius,Meadow jumping mouse,0
1997,Blarina_hylophaga.N4D,N4D,Blarina_hylophaga,Elliot's short-tailed shrew,3
1997,Chaetodipus_hispidus.N4D,N4D,Chaetodipus_hispidus,Hispid pocket mouse,0
1997,Cryptotis_parva.N4D,N4D,Cryptotis_parva,North American least shrew,0
1997,Microtus_ochrogaster.N4D,N4D,Microtus_ochrogaster,Prairie vole,4
1997,Mus_musculus.N4D,N4D,Mus_musculus,House mouse,0
1997,Neotoma_floridana.N4D,N4D,Neotoma_floridana,Eastern woodrat,0
1997,Peromyscus_leucopus.N4D,N4D,Peromyscus_leucopus,White-footed mouse,24
1997,Peromyscus_maniculatus.N4D,N4D,Peromyscus_maniculatus,Deer mouse,15
1997,Reithrodontomys_megalotis.N4D,N4D,Reithrodontomys_megalotis,Western harvest mouse,6
1997,Reithrodontomys_montanus.N4D,N4D,Reithrodontomys_montanus,Plains harvest mouse,0
1997,Sigmodon_hispidus.N4D,N4D,Sigmodon_hispidus,Hispid cotton rat,0
1997,Spermophilus_tridecemlineatus.N4D,N4D,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,0
1997,Synaptomys_cooperi.N4D,N4D,Synaptomys_cooperi,Southern bog lemming,0
1997,Zapus_hudsonius.N4D,N4D,Zapus_hudsonius,Meadow jumping mouse,0
1998,Blarina_hylophaga.1D,1D,Blarina_hylophaga,Elliot's short-tailed shrew,2
1998,Chaetodipus_hispidus.1D,1D,Chaetodipus_hispidus,Hispid pocket mouse,0
1998,Cryptotis_parva.1D,1D,Cryptotis_parva,North American least shrew,0
1998,Microtus_ochrogaster.1D,1D,Microtus_ochrogaster,Prairie vole,3
1998,Mus_musculus.1D,1D,Mus_musculus,House mouse,0
1998,Neotoma_floridana.1D,1D,Neotoma_floridana,Eastern woodrat,0
1998,Peromyscus_leucopus.1D,1D,Peromyscus_leucopus,White-footed mouse,1
1998,Peromyscus_maniculatus.1D,1D,Peromyscus_maniculatus,Deer mouse,16
1998,Reithrodontomys_megalotis.1D,1D,Reithrodontomys_megalotis,Western harvest mouse,4
1998,Reithrodontomys_montanus.1D,1D,Reithrodontomys_montanus,Plains harvest mouse,0
1998,Sigmodon_hispidus.1D,1D,Sigmodon_hispidus,Hispid cotton rat,0
1998,Spermophilus_tridecemlineatus.1D,1D,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,0
1998,Synaptomys_cooperi.1D,1D,Synaptomys_cooperi,Southern bog lemming,0
1998,Zapus_hudsonius.1D,1D,Zapus_hudsonius,Meadow jumping mouse,0
1998,Blarina_hylophaga.20B,20B,Blarina_hylophaga,Elliot's short-tailed shrew,2
1998,Chaetodipus_hispidus.20B,20B,Chaetodipus_hispidus,Hispid pocket mouse,0
1998,Cryptotis_parva.20B,20B,Cryptotis_parva,North American least shrew,0
1998,Microtus_ochrogaster.20B,20B,Microtus_ochrogaster,Prairie vole,1
1998,Mus_musculus.20B,20B,Mus_musculus,House mouse,0
1998,Neotoma_floridana.20B,20B,Neotoma_floridana,Eastern woodrat,0
1998,Peromyscus_leucopus.20B,20B,Peromyscus_leucopus,White-footed mouse,51
1998,Peromyscus_maniculatus.20B,20B,Peromyscus_maniculatus,Deer mouse,1
1998,Reithrodontomys_megalotis.20B,20B,Reithrodontomys_megalotis,Western harvest mouse,5
1998,Reithrodontomys_montanus.20B,20B,Reithrodontomys_montanus,Plains harvest mouse,0
1998,Sigmodon_hispidus.20B,20B,Sigmodon_hispidus,Hispid cotton rat,0
1998,Spermophilus_tridecemlineatus.20B,20B,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,0
1998,Synaptomys_cooperi.20B,20B,Synaptomys_cooperi,Southern bog lemming,0
1998,Zapus_hudsonius.20B,20B,Zapus_hudsonius,Meadow jumping mouse,0
1998,Blarina_hylophaga.4B,4B,Blarina_hylophaga,Elliot's short-tailed shrew,0
1998,Chaetodipus_hispidus.4B,4B,Chaetodipus_hispidus,Hispid pocket mouse,0
1998,Cryptotis_parva.4B,4B,Cryptotis_parva,North American least shrew,0
1998,Microtus_ochrogaster.4B,4B,Microtus_ochrogaster,Prairie vole,5
1998,Mus_musculus.4B,4B,Mus_musculus,House mouse,0
1998,Neotoma_floridana.4B,4B,Neotoma_floridana,Eastern woodrat,0
1998,Peromyscus_leucopus.4B,4B,Peromyscus_leucopus,White-footed mouse,18
1998,Peromyscus_maniculatus.4B,4B,Peromyscus_maniculatus,Deer mouse,15
1998,Reithrodontomys_megalotis.4B,4B,Reithrodontomys_megalotis,Western harvest mouse,6
1998,Reithrodontomys_montanus.4B,4B,Reithrodontomys_montanus,Plains harvest mouse,0
1998,Sigmodon_hispidus.4B,4B,Sigmodon_hispidus,Hispid cotton rat,0
1998,Spermophilus_tridecemlineatus.4B,4B,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,0
1998,Synaptomys_cooperi.4B,4B,Synaptomys_cooperi,Southern bog lemming,1
1998,Zapus_hudsonius.4B,4B,Zapus_hudsonius,Meadow jumping mouse,0
1998,Blarina_hylophaga.N1B,N1B,Blarina_hylophaga,Elliot's short-tailed shrew,0
1998,Chaetodipus_hispidus.N1B,N1B,Chaetodipus_hispidus,Hispid pocket mouse,1
1998,Cryptotis_parva.N1B,N1B,Cryptotis_parva,North American least shrew,0
1998,Microtus_ochrogaster.N1B,N1B,Microtus_ochrogaster,Prairie vole,0
1998,Mus_musculus.N1B,N1B,Mus_musculus,House mouse,0
1998,Neotoma_floridana.N1B,N1B,Neotoma_floridana,Eastern woodrat,0
1998,Peromyscus_leucopus.N1B,N1B,Peromyscus_leucopus,White-footed mouse,11
1998,Peromyscus_maniculatus.N1B,N1B,Peromyscus_maniculatus,Deer mouse,25
1998,Reithrodontomys_megalotis.N1B,N1B,Reithrodontomys_megalotis,Western harvest mouse,2
1998,Reithrodontomys_montanus.N1B,N1B,Reithrodontomys_montanus,Plains harvest mouse,0
1998,Sigmodon_hispidus.N1B,N1B,Sigmodon_hispidus,Hispid cotton rat,1
1998,Spermophilus_tridecemlineatus.N1B,N1B,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,0
1998,Synaptomys_cooperi.N1B,N1B,Synaptomys_cooperi,Southern bog lemming,0
1998,Zapus_hudsonius.N1B,N1B,Zapus_hudsonius,Meadow jumping mouse,0
1998,Blarina_hylophaga.N20B,N20B,Blarina_hylophaga,Elliot's short-tailed shrew,1
1998,Chaetodipus_hispidus.N20B,N20B,Chaetodipus_hispidus,Hispid pocket mouse,0
1998,Cryptotis_parva.N20B,N20B,Cryptotis_parva,North American least shrew,0
1998,Microtus_ochrogaster.N20B,N20B,Microtus_ochrogaster,Prairie vole,2
1998,Mus_musculus.N20B,N20B,Mus_musculus,House mouse,0
1998,Neotoma_floridana.N20B,N20B,Neotoma_floridana,Eastern woodrat,0
1998,Peromyscus_leucopus.N20B,N20B,Peromyscus_leucopus,White-footed mouse,22
1998,Peromyscus_maniculatus.N20B,N20B,Peromyscus_maniculatus,Deer mouse,13
1998,Reithrodontomys_megalotis.N20B,N20B,Reithrodontomys_megalotis,Western harvest mouse,3
1998,Reithrodontomys_montanus.N20B,N20B,Reithrodontomys_montanus,Plains harvest mouse,1
1998,Sigmodon_hispidus.N20B,N20B,Sigmodon_hispidus,Hispid cotton rat,0
1998,Spermophilus_tridecemlineatus.N20B,N20B,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,0
1998,Synaptomys_cooperi.N20B,N20B,Synaptomys_cooperi,Southern bog lemming,0
1998,Zapus_hudsonius.N20B,N20B,Zapus_hudsonius,Meadow jumping mouse,0
1998,Blarina_hylophaga.N4D,N4D,Blarina_hylophaga,Elliot's short-tailed shrew,1
1998,Chaetodipus_hispidus.N4D,N4D,Chaetodipus_hispidus,Hispid pocket mouse,0
1998,Cryptotis_parva.N4D,N4D,Cryptotis_parva,North American least shrew,0
1998,Microtus_ochrogaster.N4D,N4D,Microtus_ochrogaster,Prairie vole,1
1998,Mus_musculus.N4D,N4D,Mus_musculus,House mouse,0
1998,Neotoma_floridana.N4D,N4D,Neotoma_floridana,Eastern woodrat,0
1998,Peromyscus_leucopus.N4D,N4D,Peromyscus_leucopus,White-footed mouse,20
1998,Peromyscus_maniculatus.N4D,N4D,Peromyscus_maniculatus,Deer mouse,23
1998,Reithrodontomys_megalotis.N4D,N4D,Reithrodontomys_megalotis,Western harvest mouse,1
1998,Reithrodontomys_montanus.N4D,N4D,Reithrodontomys_montanus,Plains harvest mouse,0
1998,Sigmodon_hispidus.N4D,N4D,Sigmodon_hispidus,Hispid cotton rat,1
1998,Spermophilus_tridecemlineatus.N4D,N4D,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,0
1998,Synaptomys_cooperi.N4D,N4D,Synaptomys_cooperi,Southern bog lemming,0
1998,Zapus_hudsonius.N4D,N4D,Zapus_hudsonius,Meadow jumping mouse,0
1999,Blarina_hylophaga.1D,1D,Blarina_hylophaga,Elliot's short-tailed shrew,5
1999,Chaetodipus_hispidus.1D,1D,Chaetodipus_hispidus,Hispid pocket mouse,0
1999,Cryptotis_parva.1D,1D,Cryptotis_parva,North American least shrew,0
1999,Microtus_ochrogaster.1D,1D,Microtus_ochrogaster,Prairie vole,0
1999,Mus_musculus.1D,1D,Mus_musculus,House mouse,0
1999,Neotoma_floridana.1D,1D,Neotoma_floridana,Eastern woodrat,0
1999,Peromyscus_leucopus.1D,1D,Peromyscus_leucopus,White-footed mouse,1
1999,Peromyscus_maniculatus.1D,1D,Peromyscus_maniculatus,Deer mouse,17
1999,Reithrodontomys_megalotis.1D,1D,Reithrodontomys_megalotis,Western harvest mouse,11
1999,Reithrodontomys_montanus.1D,1D,Reithrodontomys_montanus,Plains harvest mouse,0
1999,Sigmodon_hispidus.1D,1D,Sigmodon_hispidus,Hispid cotton rat,0
1999,Spermophilus_tridecemlineatus.1D,1D,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,0
1999,Synaptomys_cooperi.1D,1D,Synaptomys_cooperi,Southern bog lemming,0
1999,Zapus_hudsonius.1D,1D,Zapus_hudsonius,Meadow jumping mouse,0
1999,Blarina_hylophaga.20B,20B,Blarina_hylophaga,Elliot's short-tailed shrew,9
1999,Chaetodipus_hispidus.20B,20B,Chaetodipus_hispidus,Hispid pocket mouse,0
1999,Cryptotis_parva.20B,20B,Cryptotis_parva,North American least shrew,0
1999,Microtus_ochrogaster.20B,20B,Microtus_ochrogaster,Prairie vole,1
1999,Mus_musculus.20B,20B,Mus_musculus,House mouse,0
1999,Neotoma_floridana.20B,20B,Neotoma_floridana,Eastern woodrat,0
1999,Peromyscus_leucopus.20B,20B,Peromyscus_leucopus,White-footed mouse,37
1999,Peromyscus_maniculatus.20B,20B,Peromyscus_maniculatus,Deer mouse,0
1999,Reithrodontomys_megalotis.20B,20B,Reithrodontomys_megalotis,Western harvest mouse,41
1999,Reithrodontomys_montanus.20B,20B,Reithrodontomys_montanus,Plains harvest mouse,0
1999,Sigmodon_hispidus.20B,20B,Sigmodon_hispidus,Hispid cotton rat,3
1999,Spermophilus_tridecemlineatus.20B,20B,Spermophilus_tridecemlineatus,Thirteen-lined ground squirrel,0
